"Relative Time (Process)","phase2_upper_half - system/gpu.0.powerPercent","phase2_upper_half - system/gpu.0.powerPercent__MIN","phase2_upper_half - system/gpu.0.powerPercent__MAX","phase1_top3 - system/gpu.0.powerPercent","phase1_top3 - system/gpu.0.powerPercent__MIN","phase1_top3 - system/gpu.0.powerPercent__MAX"
"1890.932058552","","","","52.75684210526316","52.75684210526316","52.75684210526316"
"1905.666732031","3.414385964912281","3.414385964912281","3.414385964912281","","",""
"1905.931759122","","","","54.83754385964913","54.83754385964913","54.83754385964913"
"1920.666072474","3.3708771929824555","3.3708771929824555","3.3708771929824555","","",""
"1920.932325276","","","","52.73894736842105","52.73894736842105","52.73894736842105"
"1935.666847162","3.373333333333334","3.373333333333334","3.373333333333334","","",""
"1935.932018898","","","","49.00350877192982","49.00350877192982","49.00350877192982"
"1950.666566966","3.414736842105263","3.414736842105263","3.414736842105263","","",""
"1950.931264825","","","","54.114035087719294","54.114035087719294","54.114035087719294"
"1965.666932631","3.460701754385965","3.460701754385965","3.460701754385965","","",""
"1965.932365549","","","","23.924561403508772","23.924561403508772","23.924561403508772"
"1980.666850531","3.403157894736842","3.403157894736842","3.403157894736842","","",""
"1980.931380021","","","","64.48666666666666","64.48666666666666","64.48666666666666"
"1995.6674397","3.351228070175439","3.351228070175439","3.351228070175439","","",""
"1995.932333417","","","","64.9063157894737","64.9063157894737","64.9063157894737"
"2010.666548299","3.3828070175438594","3.3828070175438594","3.3828070175438594","","",""
"2010.931779191","","","","54.269122807017546","54.269122807017546","54.269122807017546"
"2025.665781407","3.388771929824561","3.388771929824561","3.388771929824561","","",""
"2025.931496808","","","","48.09754385964912","48.09754385964912","48.09754385964912"
"2040.666865938","3.3571929824561404","3.3571929824561404","3.3571929824561404","","",""
"2040.931965405","","","","48.691929824561406","48.691929824561406","48.691929824561406"
"2055.667525209","3.30140350877193","3.30140350877193","3.30140350877193","","",""
"2055.931482467","","","","51.98035087719298","51.98035087719298","51.98035087719298"
"2070.667009492","3.3571929824561404","3.3571929824561404","3.3571929824561404","","",""
"2070.931820973","","","","54.075087719298246","54.075087719298246","54.075087719298246"
"2085.667548553","3.2771929824561403","3.2771929824561403","3.2771929824561403","","",""
"2085.931317679","","","","47.1","47.1","47.1"
"2100.666172619","3.3259649122807016","3.3259649122807016","3.3259649122807016","","",""
"2100.931826858","","","","52.03508771929825","52.03508771929825","52.03508771929825"
"2115.667082026","3.391578947368421","3.391578947368421","3.391578947368421","","",""
"2115.932040815","","","","47.32561403508772","47.32561403508772","47.32561403508772"
"2130.667402176","3.405964912280702","3.405964912280702","3.405964912280702","","",""
"2130.932416649","","","","49.457894736842114","49.457894736842114","49.457894736842114"
"2145.666847419","3.386315789473684","3.386315789473684","3.386315789473684","","",""
"2145.931468792","","","","49.00000000000001","49.00000000000001","49.00000000000001"
"2160.667249265","3.3659649122807016","3.3659649122807016","3.3659649122807016","","",""
"2160.933154596","","","","52.674035087719304","52.674035087719304","52.674035087719304"
"2175.666729879","3.379649122807017","3.379649122807017","3.379649122807017","","",""
"2175.931987864","","","","56.66877192982456","56.66877192982456","56.66877192982456"
"2190.666995365","3.358947368421053","3.358947368421053","3.358947368421053","","",""
"2190.932377026","","","","64.19438596491229","64.19438596491229","64.19438596491229"
"2205.666350986","3.3294736842105266","3.3294736842105266","3.3294736842105266","","",""
"2205.932050125","","","","52.97333333333333","52.97333333333333","52.97333333333333"
